cv_score,project_score,skill_match_score,progress_score,missing_skills_count,certificates_count,courses_completed,target_score
82,93,90,27,4,2,10,68.65
87,30,32,90,6,8,5,46.4
50,71,69,70,3,3,5,59.85
26,64,94,64,3,3,9,61.6
71,16,58,52,1,1,0,44.3
59,65,43,35,3,7,5,48.55
57,37,52,28,2,4,11,45.55
49,76,43,47,5,4,5,44.3
67,85,35,33,0,0,2,52.75
43,70,15,11,0,0,3,34.3
76,64,22,48,3,5,4,45.9
47,77,43,95,6,0,10,50.55
31,53,65,15,5,4,4,34.65
81,76,71,51,2,2,12,69.3
90,93,23,75,6,8,9,59.05
59,29,89,32,0,4,10,60.35
39,95,84,41,4,1,11,61.25
56,94,50,81,4,5,10,64.9
34,44,86,43,1,6,6,57.5
31,59,52,61,2,4,5,49.45
69,78,23,31,4,8,4,44.8
45,75,46,85,2,4,4,58.75
64,50,37,25,0,6,2,47.2
48,57,25,42,6,8,4,33.15
56,48,87,34,3,7,5,56.7
78,87,83,18,3,1,9,63.65
42,33,46,27,0,4,3,40.55
72,75,16,87,1,6,11,63.15
35,40,24,78,0,3,9,46.7
90,87,83,82,4,1,10,76.85
82,44,25,90,2,7,9,58.0
71,43,51,58,0,0,4,53.85
31,83,57,52,1,5,2,56.95
31,38,58,80,6,6,12,44.9
45,13,16,21,2,4,9,23.95
29,40,41,53,4,0,3,30.2
49,21,53,41,6,0,11,29.65
28,23,51,83,5,7,7,39.85
28,16,23,91,6,4,9,27.4
45,56,71,37,3,5,10,53.2
51,53,72,83,6,2,5,50.75
84,70,26,89,1,4,3,62.1
49,71,53,18,6,3,10,39.45
67,24,49,94,3,6,2,51.2
62,63,65,55,3,5,7,58.65
25,86,83,84,5,0,5,58.2
35,60,50,77,5,2,10,46.5
60,70,49,35,3,3,8,50.1
34,36,64,65,3,7,6,49.1
35,32,70,72,0,1,7,54.7
88,13,21,62,4,0,8,33.55
59,92,27,21,2,0,1,42.6
22,77,87,43,6,4,11,52.05
75,31,55,80,4,6,11,55.55
39,62,79,92,5,4,6,59.1
68,86,22,66,0,4,1,58.6
88,76,95,71,5,6,3,73.1
77,89,34,69,0,5,3,67.15
37,10,39,89,0,5,11,48.9
49,21,95,47,0,1,4,55.75
90,59,77,94,5,6,10,71.95
60,74,68,92,5,2,11,63.9
23,22,23,56,6,8,6,22.6
21,30,94,21,5,0,2,32.6
73,47,76,14,4,6,9,51.25
28,75,64,23,5,2,2,38.25
87,42,48,57,6,1,6,42.5
30,33,95,88,3,2,7,57.95
65,24,95,99,0,5,10,76.3
90,15,90,19,3,7,8,54.65
49,60,47,47,1,4,7,52.5
44,77,42,78,0,3,11,64.15
72,47,73,57,3,3,2,55.35
92,44,87,56,6,4,0,54.9
50,34,71,94,6,8,11,55.5
32,50,33,23,1,5,4,36.9
92,47,42,85,6,6,3,51.05
85,79,48,25,5,1,7,47.95
58,37,76,48,6,6,1,43.55
47,89,40,87,6,3,0,48.45
95,69,56,93,0,2,1,73.75
80,41,19,78,3,0,11,45.55
49,18,15,92,6,2,5,26.3
83,86,93,21,2,8,10,76.6
65,70,62,13,2,3,4,51.1
53,60,90,94,4,4,3,66.1
55,19,75,40,0,4,10,54.45
21,46,86,62,0,8,1,60.8
79,27,20,41,2,3,8,38.15
75,77,39,97,3,0,7,61.35
53,32,61,59,1,7,5,54.3
51,81,44,22,4,2,12,45.65
90,50,40,49,2,0,1,47.8
54,34,59,93,3,3,3,52.0
24,71,20,58,4,5,3,35.65
27,88,64,72,2,6,2,61.8
65,28,47,79,0,7,8,59.5
26,60,85,56,3,5,4,55.4
29,57,68,81,0,7,7,65.75
27,17,37,86,1,1,5,38.75
50,44,76,18,6,1,12,39.2
65,56,37,57,4,6,6,47.3
69,52,62,21,5,0,10,42.1
47,75,46,24,1,8,7,54.15
45,92,26,80,6,4,11,49.5
46,44,20,46,2,2,9,36.5
24,12,18,29,5,3,9,13.4
28,95,40,43,6,6,6,42.75
93,18,88,35,1,3,6,59.4
74,21,64,16,0,7,1,48.55
48,78,29,55,1,2,10,52.9
47,55,38,39,2,6,7,45.65
21,31,86,19,0,0,7,45.05
94,29,82,71,3,2,12,64.95
69,94,23,73,4,4,1,52.5
86,40,37,34,5,4,11,41.3
87,51,78,15,1,0,8,58.05
27,73,64,22,1,6,7,53.05
82,95,62,14,6,3,4,50.95
47,17,73,25,5,0,0,28.05
54,65,42,45,1,0,0,46.15
85,66,77,97,0,7,5,84.1
44,82,34,86,3,0,11,54.7
21,46,65,59,0,7,3,54.1
83,44,41,81,2,5,10,60.1
68,16,26,34,0,7,5,40.3
93,40,32,27,6,2,4,32.2
55,10,35,44,1,8,10,41.7
62,79,36,50,2,3,2,51.35
35,89,86,97,0,2,9,80.55
89,81,79,17,0,6,0,69.95
53,12,19,61,1,3,1,31.9
35,11,78,94,0,3,7,57.85
21,72,52,34,0,4,5,50.3
38,25,45,32,5,2,11,28.35
85,30,34,86,2,5,9,55.4
59,58,32,32,1,0,2,40.8
42,82,60,39,0,2,12,62.3
78,93,55,11,1,7,12,66.65
47,87,53,20,1,0,5,51.05
62,25,59,39,6,4,3,33.85
65,66,93,65,2,6,7,73.7
22,64,91,74,2,4,12,66.7
45,88,80,54,3,6,3,64.6
68,59,73,13,4,4,10,51.05
78,20,79,99,2,3,10,66.5
90,21,71,70,2,0,11,59.05
40,76,52,65,0,4,4,60.8
66,80,39,43,3,7,12,57.6
87,64,20,50,1,0,0,46.9
50,68,81,64,2,1,4,61.9
29,77,82,49,4,8,3,57.35
69,64,32,45,5,0,4,37.9
73,46,73,84,0,5,6,71.8
88,34,51,14,4,5,4,40.2
22,51,62,36,5,6,5,37.75
31,56,38,18,6,8,12,32.6
91,23,24,83,2,4,1,46.45
52,78,71,26,6,5,8,49.4
62,25,85,46,0,5,0,57.35
82,57,92,74,0,6,9,82.35
61,90,89,45,6,6,6,63.2
48,95,90,55,6,7,4,63.95
42,44,80,22,4,2,6,42.4
84,12,66,66,4,0,10,47.8
34,77,63,17,1,8,0,52.25
50,63,49,87,3,3,8,56.75
61,22,54,59,0,3,6,51.1
90,89,24,94,3,6,7,67.05
75,83,60,85,2,0,12,71.75
67,11,19,12,5,4,2,15.95
70,15,43,76,3,8,6,47.75
22,85,85,67,2,1,6,63.35
92,76,60,85,2,5,0,71.4
37,23,48,29,4,8,2,30.75
29,10,22,58,0,2,3,29.6
37,38,90,16,5,2,8,40.2
35,17,19,53,5,5,3,20.55
90,10,88,67,6,7,7,54.4
75,49,83,65,6,5,10,59.15
90,90,44,26,6,5,1,48.4
42,43,83,86,2,1,5,59.55
49,28,35,90,4,8,9,46.2
29,14,71,98,3,6,7,51.0
75,63,35,43,1,1,8,52.15
52,81,45,34,0,2,8,56.55
49,58,21,97,6,1,5,38.3
77,17,64,77,0,7,3,61.35
54,24,29,67,3,8,8,41.8
86,84,41,38,6,2,11,50.2
77,71,65,47,2,5,7,64.55
37,64,69,36,3,4,10,52.0
22,79,55,18,6,7,0,34.85
84,21,60,54,4,2,10,47.45
57,54,27,22,1,2,4,38.5
63,36,41,36,2,8,12,48.5
34,63,29,13,5,4,9,29.05
57,15,52,38,0,2,0,39.95
92,20,23,78,2,7,9,51.0
24,57,23,48,5,1,0,23.85
44,95,91,62,1,8,11,81.65
87,35,35,79,5,7,12,51.55
34,40,69,54,2,5,11,52.8
25,70,78,39,2,2,3,51.8
93,23,56,51,2,6,2,52.15
94,70,75,57,0,0,11,75.7
68,79,67,37,6,6,6,53.65
78,11,21,49,4,0,6,27.45
54,81,84,98,6,1,7,65.15
25,38,90,68,0,4,12,64.3
90,24,87,18,6,3,10,46.1
84,74,60,69,4,0,0,57.1
75,12,42,29,1,4,10,42.1
68,35,57,100,0,2,6,64.05
24,86,64,74,0,0,7,63.8
56,54,85,12,6,5,6,44.6
74,89,91,17,1,5,9,73.75
80,11,76,29,4,1,5,40.65
65,93,40,56,2,3,12,62.85
68,80,42,83,6,0,8,51.8
94,35,74,100,0,3,5,74.65
44,63,47,81,4,8,2,52.25
68,46,71,10,0,1,6,52.2
27,25,86,50,5,8,3,42.85
41,12,51,100,4,1,7,40.8
71,49,30,64,6,4,0,36.45
83,28,82,28,0,0,4,55.8
81,13,62,53,2,1,7,47.95
54,67,63,79,2,6,2,63.05
63,89,45,34,0,3,7,61.05
63,50,56,51,1,8,3,57.5
59,51,54,83,0,3,11,65.25
73,42,29,34,1,2,8,43.7
20,82,55,67,1,6,3,58.2
78,46,30,19,4,3,9,36.8
76,29,17,25,1,4,2,34.25
53,78,26,41,0,6,9,55.4
26,15,59,49,5,8,1,30.85
75,57,65,72,5,3,6,56.05
42,83,89,60,6,6,3,59.15
61,87,39,33,4,7,3,49.35
36,27,58,92,0,2,7,54.85
92,24,80,13,6,7,1,42.1
40,31,85,69,2,4,6,56.25
82,46,32,76,4,7,9,52.8
46,46,22,85,1,4,10,50.0
26,12,79,29,4,6,11,38.0
70,28,42,97,3,3,5,50.4
61,69,41,94,4,1,0,51.35
82,23,68,81,6,6,12,54.55
53,42,89,20,2,7,12,58.4
81,28,88,69,2,7,3,65.5
93,37,37,94,0,1,10,63.55
48,72,32,66,0,5,10,59.4
26,51,34,53,3,8,6,40.65
38,76,72,91,4,3,2,59.8
33,94,72,67,5,2,6,57.2
49,86,95,41,1,4,1,69.2
21,19,61,62,3,3,4,36.55
68,36,63,56,6,4,0,40.9
23,35,69,51,1,2,7,46.85
95,49,36,89,3,2,6,56.95
51,68,92,46,6,6,7,57.3
38,47,78,89,6,4,12,54.75
92,42,31,66,5,8,3,46.8
38,54,52,45,3,5,12,48.2
49,14,56,50,6,1,10,30.9
93,75,82,90,1,7,0,83.05
88,52,72,70,0,3,9,73.1
81,60,36,21,5,3,8,40.1
65,88,27,91,3,4,6,60.0
42,50,89,72,5,6,12,60.3
24,43,66,59,0,1,4,49.95
53,86,60,83,3,4,2,63.4
39,90,68,24,4,6,4,52.3
65,91,48,97,3,0,11,67.55
59,87,63,73,6,1,12,58.85
29,17,79,80,0,1,11,56.05
39,28,42,49,0,1,1,38.5
81,35,27,98,4,6,7,50.95
94,23,89,31,3,1,7,54.25
70,79,19,15,4,3,10,39.85
38,41,43,28,4,0,12,32.35
56,51,17,14,6,2,3,19.95
92,41,36,63,2,0,4,49.05
20,35,78,83,1,2,9,56.35
36,74,28,11,4,1,3,28.6
65,23,59,97,6,6,1,46.15
83,21,91,79,0,7,12,76.55
56,78,57,42,3,0,0,48.7
93,54,30,46,6,0,10,40.3
92,35,48,50,3,6,5,51.35
39,90,22,10,4,8,3,36.8
32,88,60,95,2,5,12,70.4
50,81,66,56,2,3,2,59.65
27,73,42,95,5,6,2,48.55
24,58,91,96,5,0,5,55.8
25,42,17,10,4,6,1,17.9
86,24,59,97,4,5,7,57.8
23,25,61,96,3,2,3,43.95
70,88,87,69,5,8,9,74.3
90,10,87,35,3,4,6,52.3
50,82,63,100,1,1,8,71.7
33,89,73,82,0,0,11,72.65
42,60,35,49,3,5,6,43.2
31,77,74,50,6,5,0,46.65
52,94,17,56,4,3,12,48.6
30,81,52,68,3,5,6,54.95
91,55,94,68,1,6,3,77.55
64,71,59,89,6,4,7,57.75
72,92,46,85,5,4,5,61.4
91,32,33,26,5,8,6,38.2
34,77,57,47,6,1,0,38.35
52,49,41,59,1,7,3,51.35
25,95,72,35,4,0,2,48.35
73,47,26,16,1,7,12,46.45
46,41,92,42,1,6,10,62.75
32,90,16,74,1,2,11,53.1
83,47,46,62,4,7,10,55.15
32,82,21,53,1,4,12,50.5
59,59,43,21,0,4,12,52.85
82,84,82,86,2,5,2,79.2
72,32,89,19,0,5,6,59.9
60,55,54,77,5,3,10,52.25
66,34,82,11,2,3,5,48.4
49,30,62,39,1,7,11,52.3
36,63,28,21,4,5,9,34.05
47,23,66,62,3,6,0,44.65
92,17,89,84,1,8,3,71.55
78,20,93,71,1,5,11,69.7
40,14,17,65,3,3,9,29.0
60,50,90,45,6,8,4,53.9
67,18,72,99,0,4,0,62.5
59,88,85,48,2,7,4,71.5
59,31,34,91,0,7,5,56.05
89,94,84,77,0,1,9,87.2
59,32,53,47,6,3,1,33.0
54,85,84,59,4,7,10,69.65
91,13,79,45,4,0,6,47.15
22,53,57,67,3,8,0,47.05
87,19,77,10,3,7,7,48.85
63,71,41,31,4,6,6,46.65
35,13,77,100,3,4,7,52.55
76,25,81,78,5,3,5,53.75
92,44,40,63,6,1,8,43.8
85,78,66,76,6,8,5,65.4
43,58,92,83,5,0,4,56.8
60,32,56,53,6,7,8,42.0
54,64,22,50,0,2,11,50.5
33,28,64,83,5,0,2,37.9
88,76,79,70,3,1,7,71.1
88,23,25,44,2,4,10,42.85
50,64,16,27,4,0,11,31.7
81,37,30,24,5,5,7,34.25
52,84,34,43,6,1,4,38.0
41,59,63,34,6,4,4,38.85
26,73,62,14,3,7,4,44.95
62,91,72,15,5,3,8,53.65
85,20,30,45,2,2,3,38.1
30,41,40,76,0,4,9,51.15
52,39,73,66,2,6,7,58.55
28,12,24,30,6,3,11,14.7
90,51,63,50,2,4,5,60.35
41,55,86,51,0,5,2,62.95
60,44,44,72,6,4,0,38.8
22,72,72,40,3,5,10,53.5
74,63,49,87,5,0,12,56.15
86,13,87,40,1,5,5,58.55
57,93,36,59,4,3,1,50.15
34,60,28,37,3,2,10,36.7
75,45,32,56,5,4,11,43.25
77,86,22,34,4,1,7,44.6
35,74,87,56,2,1,10,63.6
41,87,44,98,5,7,8,59.85
91,61,42,66,1,0,7,60.25
63,63,72,90,5,5,6,62.45
59,13,61,21,3,0,1,30.55
21,45,80,38,2,1,10,47.85
26,25,18,30,0,5,10,31.85
43,45,73,83,2,8,4,61.75
66,17,32,39,4,3,8,31.25
68,58,86,81,0,3,3,74.0
34,45,60,79,0,7,5,59.95
63,53,34,66,0,3,6,54.65
42,33,25,18,4,2,1,19.85
64,65,24,64,1,8,11,58.45
74,32,62,16,0,1,11,50.9
28,46,27,42,4,3,10,31.0
49,72,31,92,1,1,6,56.8
41,17,36,76,3,3,8,37.35
57,36,28,35,0,6,11,46.1
61,42,47,58,2,2,6,48.0
42,12,69,84,0,7,10,59.5
49,49,24,43,1,7,1,41.45
60,94,23,23,3,8,5,48.4
59,14,83,72,6,7,9,49.7
80,92,49,66,2,6,1,67.2
62,88,59,48,2,1,10,62.5
61,65,62,49,5,6,0,49.15
63,43,89,46,0,5,10,68.25
57,14,73,38,6,5,8,37.4
54,88,35,78,5,3,11,54.3
35,29,28,73,4,1,8,32.05
43,77,93,63,5,1,8,60.65
68,16,56,34,0,2,7,46.3
91,60,84,100,0,1,5,81.7
36,12,46,44,1,5,5,36.8
23,94,38,54,2,7,11,56.4
35,57,59,31,6,1,8,34.95
77,30,53,95,6,1,9,48.1
42,48,32,20,0,2,1,36.1
71,39,37,15,0,7,11,49.15
70,51,22,67,1,1,3,46.55
81,88,68,58,1,2,6,72.3
87,11,50,85,4,3,1,45.05
56,41,58,25,2,1,7,43.15
39,63,78,26,3,1,2,46.45
84,64,91,20,4,3,5,59.0
31,10,36,39,0,6,8,36.1
76,69,66,24,4,0,0,47.05
39,29,77,29,6,4,9,36.65
44,47,39,74,1,7,6,53.15
21,62,47,36,1,2,8,44.1
87,43,71,67,6,0,7,51.35
29,67,41,20,1,7,11,47.45
62,49,66,34,4,7,9,51.35
84,27,54,51,6,5,3,40.45
85,35,54,29,3,8,11,52.15
84,70,37,68,0,6,8,67.8
41,82,50,81,0,7,7,69.0
22,69,83,75,3,5,4,60.05
61,93,87,56,2,6,2,73.55
37,47,86,25,4,6,3,46.25
68,88,84,12,5,5,1,55.2
64,29,27,10,1,0,4,29.65
88,51,50,13,2,7,2,49.55
88,50,70,89,2,8,4,72.3
70,77,24,22,2,2,5,43.95
93,30,34,58,5,4,2,39.6
23,32,89,49,2,2,9,50.2
71,95,16,47,5,5,10,48.65
58,41,59,72,0,8,11,65.85
61,80,33,17,5,4,5,38.7
84,80,88,92,6,1,12,73.4
70,54,85,63,4,6,11,65.9
25,29,69,85,2,0,10,49.95
33,52,78,10,5,5,7,40.0
66,36,88,20,0,6,0,57.4
93,80,58,25,2,1,11,62.3
49,46,29,96,4,7,7,48.3
44,45,81,47,0,5,6,60.75
30,24,37,97,4,8,0,38.9
76,77,50,54,5,8,3,55.65
48,67,91,50,5,8,0,57.55
65,31,89,82,1,8,2,68.75
26,38,81,10,0,8,10,52.4
87,95,50,99,3,5,3,73.95
53,54,80,10,3,2,0,44.2
75,19,40,85,3,8,0,47.65
53,81,60,13,0,0,4,53.45
88,56,59,50,6,8,4,52.7
29,57,77,43,3,8,6,53.65
56,68,92,48,5,1,4,55.7
27,74,20,71,4,8,10,45.5
62,16,75,32,0,4,4,50.5
24,74,28,34,6,0,9,28.0
31,60,46,17,1,5,10,44.9
23,41,50,92,4,3,3,42.15
35,36,55,15,0,4,9,43.2
59,49,82,70,2,2,8,63.25
40,25,22,43,4,8,12,31.85
35,72,81,43,0,2,7,63.0
44,37,61,14,2,7,9,44.25
44,51,72,10,2,0,4,42.15
20,22,25,39,1,3,7,28.2
35,93,25,21,4,6,4,38.75
20,72,35,16,6,8,12,33.1
74,62,35,53,3,2,10,50.5
23,42,65,28,3,2,9,38.8
85,17,88,61,6,5,0,48.85
38,52,81,13,2,4,6,48.7
83,62,30,47,4,4,5,46.2
87,19,49,30,2,6,9,47.15
64,79,17,35,6,7,0,35.25
67,36,17,74,1,8,1,46.7
56,71,57,18,3,6,3,48.45
62,25,73,31,6,3,9,38.65
47,65,93,85,5,2,7,63.15
42,62,89,88,4,4,0,61.4
94,82,77,52,5,0,9,64.8
74,29,43,45,1,6,1,46.75
83,51,24,29,5,6,8,38.65
72,45,42,88,6,8,4,49.25
79,22,71,64,4,2,7,50.5
43,40,82,65,3,4,0,51.9
47,76,56,60,1,2,10,61.3
48,93,38,96,6,2,12,56.05
44,24,67,31,2,6,4,42.9
25,62,49,90,2,5,0,52.2
55,74,91,48,3,4,1,62.6
59,44,45,85,1,2,7,55.9
55,17,52,35,5,6,0,30.15
25,11,87,62,6,8,2,38.65
87,71,89,37,3,4,5,67.45
57,41,48,80,3,5,7,52.05
39,79,64,78,3,2,6,59.45
77,23,44,59,1,3,12,52.05
24,93,82,91,4,8,11,72.75
22,53,23,16,1,4,5,30.95
63,58,50,72,0,2,12,64.1
24,39,79,56,6,2,12,42.05
57,34,15,78,3,6,0,37.3
32,39,49,61,6,1,8,32.85
82,17,80,15,4,6,3,43.95
71,72,38,46,1,6,6,58.1
82,81,73,81,5,2,3,65.35
83,27,65,78,6,4,4,48.65
80,70,48,47,3,6,0,54.6
75,87,43,100,3,2,6,66.75
74,19,55,23,4,4,11,39.35
87,73,39,93,6,3,8,57.35
54,19,78,34,4,5,10,44.75
66,38,18,42,1,2,6,38.6
21,41,63,10,5,8,3,30.75
80,47,77,11,1,6,1,55.85
22,38,77,28,0,3,10,50.0
94,83,21,61,6,2,11,50.15
27,69,73,11,0,2,4,50.35
75,51,94,66,1,4,6,72.85
24,36,15,86,2,7,1,36.6
73,83,44,68,5,3,5,54.55
82,14,56,70,4,4,1,44.4
47,11,62,54,0,0,5,44.05
84,83,51,69,1,3,0,66.55
58,75,85,34,0,5,1,67.15
94,43,25,92,4,0,7,48.95
68,29,36,22,1,5,6,40.55
60,13,51,82,2,0,9,46.45
22,46,61,44,3,7,8,45.1
85,19,81,26,3,4,5,49.45
89,13,18,70,5,5,0,31.95
27,89,35,19,4,2,7,37.05
49,73,43,94,3,3,6,57.65
23,79,58,65,6,6,10,49.55
53,72,55,61,5,6,4,51.6
59,44,51,37,3,0,0,38.0
63,22,90,96,0,1,12,71.1
84,32,65,37,0,6,10,61.5
54,34,69,37,1,4,10,53.1
95,71,30,40,6,6,0,43.55
46,62,36,48,5,2,0,34.2
70,55,60,34,6,8,10,48.95
36,31,58,23,1,5,1,38.95
34,76,79,54,1,8,12,70.2
29,93,29,41,1,2,10,50.05
81,91,28,84,4,5,12,64.15
47,93,29,83,2,2,3,56.05
57,87,16,34,0,8,5,53.65
68,95,38,78,4,4,3,59.05
21,20,21,44,0,3,9,31.2
71,90,48,24,1,2,8,59.0
34,74,51,60,1,8,4,58.5
35,89,59,28,0,7,5,60.65
65,65,24,29,1,0,12,45.75
52,77,38,46,2,5,10,54.25
61,81,61,93,2,5,12,74.35
92,95,70,29,0,0,8,72.95
48,60,51,25,6,7,4,37.5
75,91,66,91,3,7,2,74.85
88,47,80,68,0,4,0,70.15
50,33,50,46,2,3,1,40.35
70,60,28,61,3,1,1,43.4
35,85,78,47,5,0,10,53.55
95,69,92,39,6,6,6,64.45
29,72,83,56,3,1,4,55.2
62,77,82,16,6,8,11,56.35
33,87,56,42,1,2,1,53.15
92,57,87,50,3,0,6,64.25
40,20,79,60,1,0,4,48.2
68,74,81,90,3,4,10,75.1
34,82,33,53,0,5,7,55.3
78,35,76,21,6,0,6,39.35
52,87,76,42,3,6,10,65.65
21,65,48,92,2,6,10,58.05
82,48,69,18,6,3,10,45.1
23,36,28,51,0,5,7,39.7
77,43,58,28,0,6,12,59.95
42,77,52,85,6,2,10,51.85
59,78,88,81,5,0,9,65.9
63,72,66,98,3,6,9,71.8
61,55,65,45,4,0,6,47.45
55,76,47,84,0,4,7,67.6
24,61,78,43,6,7,2,43.65
26,85,26,61,2,5,9,49.95
29,24,62,34,1,3,3,38.6
47,72,29,54,3,0,7,42.9
73,58,29,57,4,3,8,45.6
76,74,67,60,0,4,6,72.0
84,27,66,41,4,8,11,53.45
49,60,82,82,3,2,12,65.9
81,69,63,30,0,6,11,68.65
65,51,21,77,5,4,7,41.65
94,37,20,34,1,3,11,46.25
70,93,42,22,5,3,8,48.15
67,88,52,82,1,0,3,66.4
64,23,57,36,0,0,1,43.35
42,21,79,38,6,8,4,38.35
82,65,78,10,4,6,6,55.85
44,93,71,56,4,7,0,60.15
34,81,49,78,4,0,5,49.85
63,61,19,84,4,6,4,47.15
33,48,56,54,3,8,10,50.1
69,63,30,24,4,7,6,41.95
93,53,37,98,6,5,3,53.05
21,60,57,33,3,4,9,43.1
34,41,88,76,2,0,3,55.15
21,41,15,60,3,6,11,33.75
89,83,51,93,6,3,2,60.85
75,31,28,78,1,8,11,56.15
75,83,71,66,6,7,9,65.35
92,25,22,41,0,1,10,45.25
42,52,75,14,3,7,8,48.8
76,52,75,19,2,4,1,53.2
73,30,64,65,2,6,0,54.1
53,24,83,52,0,8,6,61.3
30,79,67,71,0,6,0,64.85
36,33,57,100,0,8,2,59.95
77,36,82,26,4,1,9,49.5
61,58,70,90,4,2,4,59.3
69,92,43,57,5,1,10,54.4
20,40,53,81,4,8,4,44.5
23,81,19,49,5,8,3,35.75
46,92,15,49,4,8,5,45.4
50,17,93,87,5,5,0,51.05
36,85,54,84,0,5,7,68.95
37,66,51,82,3,7,3,55.2
68,16,64,87,2,3,9,56.1
70,83,27,69,2,5,9,60.15
40,27,81,54,0,0,11,55.35
42,91,51,72,6,7,5,53.95
26,37,91,60,1,3,2,54.65
41,60,74,80,2,7,10,67.0
79,91,28,50,2,7,7,61.05
62,35,27,44,6,4,9,30.75
76,21,74,91,4,4,3,55.55
76,79,42,99,4,5,11,66.85
39,29,40,66,0,2,10,46.85
78,64,26,91,0,4,4,62.8
83,54,43,61,3,6,9,57.0
38,39,35,79,0,2,10,50.25
39,90,51,11,3,5,9,48.8
70,29,91,36,4,7,5,53.85
20,70,24,15,4,7,12,33.3
28,58,50,43,5,4,9,38.9
62,46,44,19,3,7,0,39.0
64,32,55,81,1,8,1,57.9
47,79,92,73,6,4,5,62.05
60,50,23,93,5,5,7,45.0
76,80,68,66,1,2,5,70.4
25,82,56,53,4,8,5,51.8
78,52,73,97,5,2,12,65.0
30,10,59,18,5,6,0,22.1
79,38,46,88,3,0,5,51.7
63,61,39,28,2,3,12,48.55
48,34,65,72,5,0,3,41.0
21,93,77,65,3,7,10,66.65
51,18,51,85,0,7,2,53.6
24,70,16,49,3,1,6,33.2
37,42,23,26,1,7,12,39.1
50,74,61,73,0,8,1,68.3
77,51,61,19,1,5,8,55.75
53,23,17,47,4,8,2,28.25
61,33,36,92,1,2,12,54.75
74,41,39,21,4,1,8,35.75
40,93,20,83,3,5,7,53.85
84,43,90,63,6,2,12,59.75
56,33,56,98,5,4,2,47.55
53,35,44,25,4,7,5,35.65
80,22,15,14,6,7,11,24.9
43,29,26,69,5,0,1,25.45
21,29,21,86,0,3,5,39.85
45,56,80,83,5,3,1,54.0
63,52,54,42,6,7,7,44.3
79,81,66,82,2,5,12,77.25
36,36,65,82,6,1,8,41.9
80,83,87,97,1,1,9,85.05
44,49,20,22,5,8,7,28.85
40,19,86,95,4,4,7,54.25
72,88,63,92,6,8,9,69.6
73,47,75,24,5,7,0,46.75
63,95,18,87,5,4,5,52.35
91,45,45,33,4,8,11,51.45
24,51,54,47,4,5,10,42.15
70,86,70,87,4,5,10,72.9
46,61,51,26,2,8,3,47.85
60,60,46,88,1,4,6,62.1
40,31,80,62,0,6,7,60.45
76,78,59,13,6,5,1,44.5
25,85,25,28,6,8,3,32.25
83,58,73,48,4,7,4,60.2
50,19,50,50,6,4,6,30.95
76,46,54,25,4,7,4,45.5
94,40,29,75,4,3,3,46.4
61,32,79,64,3,6,1,54.5
39,43,18,51,6,8,1,26.05
82,80,80,68,3,3,10,73.9
85,16,76,82,5,7,0,53.3
85,82,84,70,2,5,3,77.2
72,60,27,30,3,1,3,38.3
44,29,78,16,3,8,8,45.55
24,23,39,97,1,0,5,41.65
87,89,57,28,6,7,0,52.95
23,11,67,16,5,0,0,18.15
94,68,94,36,0,7,10,81.8
91,62,63,75,5,1,7,59.4
31,18,45,89,5,8,12,41.9
69,54,35,62,6,1,9,40.5
23,31,86,61,0,4,0,53.55
67,69,64,97,1,8,9,77.65
45,33,57,95,5,7,6,49.45
71,63,61,93,3,5,8,67.35
77,73,18,19,6,1,1,29.15
59,50,16,17,2,7,9,37.6
26,77,90,39,0,4,10,67.45
80,45,23,18,6,2,5,26.85
39,65,88,40,0,2,3,61.55
69,55,80,30,6,4,10,50.75
24,41,59,18,2,6,8,40.15
94,77,80,58,3,3,2,69.55
37,83,52,99,6,4,10,56.75
83,74,29,27,4,8,7,49.1
54,67,83,61,1,1,2,63.95
25,74,62,86,1,8,5,65.7
74,10,91,68,5,3,2,49.1
25,93,77,22,0,7,11,66.85
59,39,51,56,5,0,1,36.05
29,88,75,51,6,1,11,51.8
20,25,54,65,2,8,11,46.35
21,76,70,76,5,2,3,50.0
83,57,83,27,4,6,9,60.45
70,10,25,70,6,3,9,29.9
40,62,77,76,1,1,9,64.6
72,17,83,60,2,5,2,55.55
37,16,81,19,0,6,5,46.8
59,95,55,83,3,5,2,66.15
21,27,27,73,4,0,3,25.15
26,15,34,89,6,1,6,25.75
40,65,47,74,6,5,12,48.15
80,44,34,73,6,6,7,45.1
23,76,36,13,2,7,5,40.1
41,63,76,59,6,8,9,54.45
44,87,84,67,5,4,7,63.35
48,46,27,67,4,0,9,37.1
78,36,41,93,0,1,7,59.8
49,37,28,34,5,5,3,27.25
58,21,54,91,1,6,0,53.55
25,12,59,36,4,6,12,33.7
69,95,53,93,6,7,9,67.15
71,62,53,100,5,0,6,56.1
89,72,35,56,3,1,5,53.3
91,30,93,52,1,6,5,68.8
87,21,67,72,0,3,0,59.55
38,30,23,12,1,2,4,25.5
25,81,20,44,1,4,8,44.75
93,66,17,45,6,5,12,44.2
22,47,50,97,2,0,0,45.55
79,10,62,14,4,1,8,34.5
41,77,58,87,4,3,9,59.15
53,34,40,72,1,4,5,48.7
52,28,95,70,0,3,12,68.3
23,59,72,59,5,0,8,44.25
76,79,42,30,4,8,7,53.45
26,47,69,22,2,3,9,43.95
29,23,24,20,0,4,8,29.95
54,45,47,68,4,7,3,46.85
