conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/13f7cd7c-6ec5-4186-8744-de3c780b973d,advise on landscapes,released,skill/competence,occupation-specific,advise about landscapes | advising about landscapes | giving advice regarding landscapes | giving advice about landscapes | advise regarding landscapes | give advice about landscapes | give advice regarding landscapes | advising on landscapes | giving advice on landscapes | advising regarding landscapes | give advice on landscapes,"Give advice on the planning, development and care of new and existing landscapes.",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/6ebb869b-3931-4c7f-b168-07e2a271b1bc,advising on environmental issues | lead hard landscape projects
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/145fb42f-ebee-48e2-bdf8-2e935edc7158,disinfect surfaces,released,skill/competence,cross-sector,apply disinfectants | surfaces disinfecting | disinfectants applying | disinfecting surfaces | applying disinfectants | disinfectant applying | surface disinfecting,"Apply the correct cleaning procedures, taking into account safe handling of disinfectants, to remove contaminants, pollutants, and bacterial risks, from various surfaces, such as buildings exteriors, vehicles, and roads.",http://data.europa.eu/esco/skill/2bf2c727-ee42-4fc5-a4d7-2cd62b880433,cleaning
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1565b401-1754-4b07-8f1a-eb5869e64d95,climate change impact,released,knowledge,cross-sector,results of climate change impact | impact of global warming | scope of climate change impact | impact of climate change | nature of climate change impact | scope of global warming impact | results of global warming impact | nature of global warming impact,The impact of climate change on biodiversity and life conditions for plants and animals.,http://data.europa.eu/esco/isced-f/0532,earth sciences
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/15c522eb-cd6d-4b00-9d95-db20c0f8df88,energy saving potential of automated shift systems,released,knowledge,occupation-specific,efficiency gains from automated shifts | efficiency gains from automated shifts systems,Potential to save energy in automated shift systems through mechanisms such as improved efficiency and better anticipation of upcoming events.,http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26 | http://data.europa.eu/esco/isced-f/0713,energy efficiency | electricity and energy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17446f6d-d8b0-4945-a37b-9ad0dfc9f3e8,design a solar absorption cooling system,released,skill/competence,sector-specific,design an absorption cooling system with solar regeneration | design solar absorption cooling systems | create a solar-powered cooling mechanism | develop a solar absorption refrigeration system | design an absorption cooling generation system,"Design an absorption cooling generation system with solar regeneration by heat tube collectors. Calculate accurate cooling demand of the building in order to select the right capacity (kW). Make a detailed design of the installation, principle, automatisation strategy, using available products and concepts, select fitted products.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,designing electrical or electronic systems or equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17447ce4-4c4a-4158-b1ea-03ed5364b4e8,manage plans for the storage of organic by-products,released,skill/competence,occupation-specific,implementing plans for the storage of organic by-products | managing plans for the storage of organic by-products | manage organic by-product storage plans | implement organic by-product storage plans | manage storage plans for organic by-products | implement plans for the storage of organic by-products | managing storage plans for organic by-products | implement storage plans for organic by-products | implementing storage plans for organic by-products,Implement methods and procedures for the storage of organic by-products in line with existing legislation and health and safety policies. Monitor the plans implementation and react to potential issues.,http://data.europa.eu/esco/skill/26532713-d18f-4e5c-8365-1f57e00f8422 | http://data.europa.eu/esco/skill/e6eeb84c-ad99-42e2-b883-e6ce338aef59,manage storage operations | planning production processes
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/186da517-9a3e-41cd-9158-4001e3694459,organic farming,released,knowledge,sector-specific,principles of ecological agriculture | regulations of ecological agriculture | regulations of organic farming | farming organically | principles of organic farming | types of ecological agriculture | types of organic farming | farming ecologically | typology of ecological agriculture | typology of organic farming,"Principles, techniques and regulations of organic farming. Organic farming or ecological agriculture is an agricultural production method, which places a strong emphasis on environmental protection and ecological balance.",http://data.europa.eu/esco/isced-f/0811,crop and livestock production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/189777b9-6e95-4f76-b8db-f8e0f0477bc6,develop irrigation strategies,released,skill/competence,sector-specific,irrigation strategies writing | write irrigation strategies | developing strategies for irrigation | writing irrigation strategies | write strategies for irrigation | writing strategies for irrigation | developing irrigation strategies | irrigation strategies developing | develop strategies for irrigation,"Plan the deployment of methods and procedures for watering the land by artificial means, taking into account strategies for water use sustainability. Put in place measures for safe re-use of water, improve efficiency in the use of the water for irrigation and preserve the status of water bodies during the creation or expansion of new or existing irrigation systems.",http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,developing policies and legislation | develop strategy to solve problems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18d3f89a-6ac5-4ca6-bf93-0baec4e13bcd,install photovoltaic systems,released,skill/competence,occupation-specific,install solar photovoltaic | install photovoltaic equipment | installing solar energy systems | install solar energy systems | photovoltaic systems installing | place solar installation | pv systems installing | solar energy systems installing | installing pv systems | install solar farm | install solar equipment,"Install systems which generate electrical energy through the conversion of light into electric currents, the photovoltaic effect. Ensure compliance with regulations, and correct installation of the photovoltaic power system.",http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"installing and repairing electrical, electronic and precision equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/192e12e7-6bf0-42e6-bfc3-70c08551f12a,assess environmental plans against financial costs,released,skill/competence,cross-sector,check environmental plans against financial costs | assess an environmental plan against financial costs | assess environmental plans against a financial cost | test environmental plans against financial costs | judge environmental plans against financial costs | appraise environmental plans against financial costs,Assess environmental plans in financial terms in order to balance the expenditure required for environmental improvements. Assess the economic benefit that those investments will bring in the long-term to the company.,http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d,"developing financial, business or marketing plans"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/192f3ca9-2232-40d0-b241-387966ce2de8,waste transport legislation,released,knowledge,cross-sector,legislation regarding waste transport | regulations regarding waste transport | hazardous waste regulation | hazardous waste legislation | rules covering hazardous waste | rules covering non-hazardous waste | regulations concerning waste transport | legislation concerning waste transport | rules covering hazardous and non-hazardous waste,"Regulations and legislation concerning the safe transportation of hazardous and non-hazardous waste materials, products, and appliances.",http://data.europa.eu/esco/isced-f/0421,law
